número_pokedex,nombre_japonés,nombre,Evolución,habilidades,contra_bicho,contra_siniestro,contra_dragón,contra_eléctrico,contra_hada,contra_lucha,contra_fuego,contra_volador,contra_fantasma,contra_planta,contra_tierra,contra_hielo,contra_normal,contra_veneno,contra_psíquico,contra_roca,contra_acero,contra_agua,ataque,pasos_base_huevo,felicidad_base,total_base,tasa_captura,clasificación,defensa,crecimiento_experiencia,altura_m,hp,ataque_especial,defensa_especial,velocidad,tipo1,tipo2,peso_kg,generación,es_legendario
474,Porygon-zポリゴンＺ,Porygon-Z,No evoluciona,"['Adaptability', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,535,30,Virtual Pokémon,70,1000000,0.9,85,135,75,90,normal,NINGUNO,34.0,4,0
475,Erureidoエルレイド,Gallade,No evoluciona,"['Steadfast', 'Justified']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,165,5120,35,618,45,Blade Pokémon,95,1250000,1.6,68,65,115,110,psychic,fighting,52.0,4,0
476,Dainoseダイノーズ,Probopass,No evoluciona,"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,55,5120,70,525,60,Compass Pokémon,145,1000000,1.4,60,75,150,40,rock,steel,340.0,4,0
477,Yonoirヨノワール,Dusknoir,No evoluciona,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,100,6400,35,525,45,Gripper Pokémon,135,800000,2.2,45,65,135,45,ghost,NINGUNO,106.6,4,0
478,Yukimenokoユキメノコ,Froslass,No evoluciona,"['Snow Cloak', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,80,5120,70,480,75,Snow Land Pokémon,70,1000000,1.3,70,80,70,110,ice,ghost,26.6,4,0
479,Rotomロトム,Rotom,No evoluciona,['Levitate'],0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,65,5120,70,520,45,Plasma Pokémon,107,1000000,0.3,50,105,107,86,electric,ghost,0.3,4,0
480,Yuxieユクシー,Uxie,No evoluciona,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,20480,140,580,3,Knowledge Pokémon,130,1250000,0.3,75,75,130,95,psychic,NINGUNO,0.3,4,1
481,Emritエムリット,Mesprit,No evoluciona,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,105,20480,140,580,3,Emotion Pokémon,105,1250000,0.3,80,105,105,80,psychic,NINGUNO,0.3,4,1
482,Agnomeアグノム,Azelf,No evoluciona,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,125,20480,140,580,3,Willpower Pokémon,70,1250000,0.3,75,125,70,115,psychic,NINGUNO,0.3,4,1
483,Dialgaディアルガ,Dialga,No evoluciona,"['Pressure', 'Telepathy']",0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,120,30720,0,680,3,Temporal Pokémon,120,1250000,5.4,100,150,100,90,steel,dragon,683.0,4,1
484,Palkiaパルキア,Palkia,No evoluciona,"['Pressure', 'Telepathy']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,120,30720,0,680,3,Spatial Pokémon,100,1250000,4.2,90,150,120,100,water,dragon,336.0,4,1
485,Heatranヒードラン,Heatran,No evoluciona,"['Flash Fire', 'Flame Body']",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,90,2560,100,600,3,Lava Dome Pokémon,106,1250000,1.7,91,130,106,77,fire,steel,430.0,4,1
486,Regigigasレジギガス,Regigigas,No evoluciona,['Slow Start'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,30720,0,670,3,Colossal Pokémon,110,1250000,3.7,110,80,110,100,normal,NINGUNO,420.0,4,1
487,Giratina (another Forme)ギラティナ,Giratina,No evoluciona,"['Pressure', 'Telepathy', 'Levitate']",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,120,30720,0,680,3,Renegade Pokémon,100,1250000,4.5,150,120,100,90,ghost,dragon,750.0,4,1
488,Cresseliaクレセリア,Cresselia,No evoluciona,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,70,30720,100,600,3,Lunar Pokémon,120,1250000,1.5,120,75,130,85,psychic,NINGUNO,85.6,4,1
489,Phioneフィオネ,Phione,No evoluciona,['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,10240,70,480,30,Sea Drifter Pokémon,80,1250000,0.4,80,80,80,80,water,NINGUNO,3.1,4,0
490,Manaphyマナフィ,Manaphy,No evoluciona,['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,2560,70,600,3,Seafaring Pokémon,100,1250000,0.3,100,100,100,100,water,NINGUNO,1.4,4,1
491,Darkraiダークライ,Darkrai,No evoluciona,['Bad Dreams'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,30720,0,600,3,Pitch-Black Pokémon,90,1250000,1.5,70,135,90,125,dark,NINGUNO,50.5,4,1
492,Shaymin (sky Forme)シェイミ,Shaymin,No evoluciona,"['Natural Cure', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,103,30720,100,600,45,Gratitude Pokémon,75,1059860,0.2,100,120,75,127,grass,grass,2.1,4,1
493,Arceusアルセウス,Arceus,No evoluciona,['Multitype'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,30720,0,720,3,Alpha Pokémon,120,1250000,3.2,120,120,120,120,normal,NINGUNO,320.0,4,1
494,Victiniビクティニ,Victini,No evoluciona,['Victory Star'],1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,100,30720,100,600,3,Victory Pokémon,100,1250000,0.4,100,100,100,100,psychic,fire,4.0,5,1
495,Tsutarjaツタージャ,Snivy,Servine,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,5120,70,308,45,Grass Snake Pokémon,55,1059860,0.6,45,45,55,63,grass,NINGUNO,8.1,5,0
496,Janovyジャノビー,Servine,Serperior,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,413,45,Grass Snake Pokémon,75,1059860,0.8,60,60,75,83,grass,NINGUNO,16.0,5,0
497,Jalordaジャローダ,Serperior,No evoluciona,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,5120,70,528,45,Regal Pokémon,95,1059860,3.3,75,75,95,113,grass,NINGUNO,63.0,5,0
498,Pokabuポカブ,Tepig,Pignite,"['Blaze', 'Thick Fat']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,63,5120,70,308,45,Fire Pig Pokémon,45,1059860,0.5,65,45,45,45,fire,NINGUNO,9.9,5,0
499,Chaobooチャオブー,Pignite,Emboar,"['Blaze', 'Thick Fat']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,93,5120,70,418,45,Fire Pig Pokémon,55,1059860,1.0,90,70,55,55,fire,fighting,55.5,5,0
500,Enbuohエンブオー,Emboar,No evoluciona,"['Blaze', 'Reckless']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,123,5120,70,528,45,Mega Fire Pig Pokémon,65,1059860,1.6,110,100,65,65,fire,fighting,150.0,5,0
501,Mijumaruミジュマル,Oshawott,Dewott,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,55,5120,70,308,45,Sea Otter Pokémon,45,1059860,0.5,55,63,45,45,water,NINGUNO,5.9,5,0
502,Futachimaruフタチマル,Dewott,Samurott,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,5120,70,413,45,Discipline Pokémon,60,1059860,0.8,75,83,60,60,water,NINGUNO,24.5,5,0
503,Daikenkiダイケンキ,Samurott,No evoluciona,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,5120,70,528,45,Formidable Pokémon,85,1059860,1.5,95,108,70,70,water,NINGUNO,94.6,5,0
504,Minezumiミネズミ,Patrat,Watchog,"['Run Away', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,3840,70,255,255,Scout Pokémon,39,1000000,0.5,45,35,39,42,normal,NINGUNO,11.6,5,0
505,Miruhogミルホッグ,Watchog,No evoluciona,"['Illuminate', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,5120,70,420,255,Lookout Pokémon,69,1000000,1.1,60,60,69,77,normal,NINGUNO,27.0,5,0
506,Yorterrieヨーテリー,Lillipup,Herdier,"['Vital Spirit', 'Pickup', 'Run Away']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,275,255,Puppy Pokémon,45,1059860,0.4,45,25,45,55,normal,NINGUNO,4.1,5,0
507,Herderrieハーデリア,Herdier,Stoutland,"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,3840,70,370,120,Loyal Dog Pokémon,65,1059860,0.9,65,35,65,60,normal,NINGUNO,14.7,5,0
508,Moolandムーランド,Stoutland,No evoluciona,"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,3840,70,500,45,Big-Hearted Pokémon,90,1059860,1.2,85,45,90,80,normal,NINGUNO,61.0,5,0
509,Choronekoチョロネコ,Purrloin,Liepard,"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,50,5120,70,281,255,Devious Pokémon,37,1000000,0.4,41,50,37,66,dark,NINGUNO,10.1,5,0
510,Lepardasレパルダス,Liepard,No evoluciona,"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,88,5120,70,446,90,Cruel Pokémon,50,1000000,1.1,64,88,50,106,dark,NINGUNO,37.5,5,0
511,Yanappuヤナップ,Pansage,Simisage,"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,53,5120,70,316,190,Grass Monkey Pokémon,48,1000000,0.6,50,53,48,64,grass,NINGUNO,10.5,5,0
512,Yanakkieヤナッキー,Simisage,No evoluciona,"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,98,5120,70,498,75,Thorn Monkey Pokémon,63,1000000,1.1,75,98,63,101,grass,NINGUNO,30.5,5,0
513,Baoppuバオップ,Pansear,Simisear,"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,53,5120,70,316,190,High Temp Pokémon,48,1000000,0.6,50,53,48,64,fire,NINGUNO,11.0,5,0
514,Baokkieバオッキー,Simisear,No evoluciona,"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,98,5120,70,498,75,Ember Pokémon,63,1000000,1.0,75,98,63,101,fire,NINGUNO,28.0,5,0
515,Hiyappuヒヤップ,Panpour,Simipour,"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53,5120,70,316,190,Spray Pokémon,48,1000000,0.6,50,53,48,64,water,NINGUNO,13.5,5,0
516,Hiyakkieヒヤッキー,Simipour,No evoluciona,"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,98,5120,70,498,75,Geyser Pokémon,63,1000000,1.0,75,98,63,101,water,NINGUNO,29.0,5,0
517,Munnaムンナ,Munna,Musharna,"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,2560,70,292,190,Dream Eater Pokémon,45,800000,0.6,76,67,55,24,psychic,NINGUNO,23.3,5,0
518,Musharnaムシャーナ,Musharna,No evoluciona,"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,2560,70,487,75,Drowsing Pokémon,85,800000,1.1,116,107,95,29,psychic,NINGUNO,60.5,5,0
519,Mamepatoマメパト,Pidove,Tranquill,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,264,255,Tiny Pigeon Pokémon,50,1059860,0.3,50,36,30,43,normal,flying,2.1,5,0
520,Hatobohハトーボー,Tranquill,Unfezant,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,77,3840,70,358,120,Wild Pigeon Pokémon,62,1059860,0.6,62,50,42,65,normal,flying,15.0,5,0
521,Kenhallowケンホロウ,Unfezant,No evoluciona,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,115,3840,70,488,45,Proud Pokémon,80,1059860,1.2,80,65,55,93,normal,flying,29.0,5,0
522,Shimamaシママ,Blitzle,Zebstrika,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,60,5120,70,295,190,Electrified Pokémon,32,1000000,0.8,45,50,32,76,electric,NINGUNO,29.8,5,0
523,Zebraikaゼブライカ,Zebstrika,No evoluciona,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,5120,70,497,75,Thunderbolt Pokémon,63,1000000,1.6,75,80,63,116,electric,NINGUNO,79.5,5,0
524,Dangoroダンゴロ,Roggenrola,Boldore,"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,75,3840,70,280,255,Mantle Pokémon,85,1059860,0.4,55,25,25,15,rock,NINGUNO,18.0,5,0
525,Gantleガントル,Boldore,Gigalith,"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,105,3840,70,390,120,Ore Pokémon,105,1059860,0.9,70,50,40,20,rock,NINGUNO,102.0,5,0
526,Gigaiathギガイアス,Gigalith,No evoluciona,"['Sturdy', 'Sand Stream', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,135,3840,70,515,45,Compressed Pokémon,130,1059860,1.7,85,60,80,25,rock,NINGUNO,260.0,5,0
527,Koromoriコロモリ,Woobat,Swoobat,"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,45,3840,70,323,190,Bat Pokémon,43,1000000,0.4,65,55,43,72,psychic,flying,2.1,5,0
528,Kokoromoriココロモリ,Swoobat,No evoluciona,"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,57,3840,70,425,45,Courting Pokémon,55,1000000,0.9,67,77,55,114,psychic,flying,10.5,5,0
529,Mogurewモグリュー,Drilbur,Excadrill,"['Sand Rush', 'Sand Force', 'Mold Breaker']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,85,5120,70,328,120,Mole Pokémon,40,1000000,0.3,60,30,45,68,ground,NINGUNO,8.5,5,0
530,Doryuzuドリュウズ,Excadrill,No evoluciona,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,135,5120,70,508,60,Subterrene Pokémon,60,1000000,0.7,110,50,65,88,ground,steel,40.4,5,0
531,Tabunneタブンネ,Audino,No evoluciona,"['Healer', 'Regenerator', 'Klutz']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,5120,70,545,255,Hearing Pokémon,126,800000,1.1,103,80,126,50,normal,NINGUNO,31.0,5,0
532,Dokkorerドッコラー,Timburr,Gurdurr,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,80,5120,70,305,180,Muscular Pokémon,55,1059860,0.6,75,25,35,35,fighting,NINGUNO,12.5,5,0
533,Dotekkotsuドテッコツ,Gurdurr,Conkeldurr,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,5120,70,405,90,Muscular Pokémon,85,1059860,1.2,85,40,50,40,fighting,NINGUNO,40.0,5,0
534,Roubushinローブシン,Conkeldurr,No evoluciona,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,140,5120,70,505,45,Muscular Pokémon,95,1059860,1.4,105,55,65,45,fighting,NINGUNO,87.0,5,0
535,Otamaroオタマロ,Tympole,Palpitoad,"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,50,5120,70,294,255,Tadpole Pokémon,40,1059860,0.5,50,50,40,64,water,NINGUNO,4.5,5,0
536,Gamagaruガマガル,Palpitoad,Seismitoad,"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,65,5120,70,384,120,Vibration Pokémon,55,1059860,0.8,75,65,55,69,water,ground,17.0,5,0
537,Gamagerogeガマゲロゲ,Seismitoad,No evoluciona,"['Swift Swim', 'Poison Touch', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,95,5120,70,509,45,Vibration Pokémon,75,1059860,1.5,105,85,75,74,water,ground,62.0,5,0
538,Nagekiナゲキ,Throh,No evoluciona,"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,100,5120,70,465,45,Judo Pokémon,85,1000000,1.3,120,30,85,45,fighting,NINGUNO,55.5,5,0
539,Dagekiダゲキ,Sawk,No evoluciona,"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,5120,70,465,45,Karate Pokémon,75,1000000,1.4,75,30,75,85,fighting,NINGUNO,51.0,5,0
540,Kurumiruクルミル,Sewaddle,Swadloon,"['Swarm', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,53,3840,70,310,255,Sewing Pokémon,70,1059860,0.3,45,40,60,42,bug,grass,2.5,5,0
541,Kurumayuクルマユ,Swadloon,Leavanny,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,63,3840,70,380,120,Leaf-Wrapped Pokémon,90,1059860,0.5,55,50,80,42,bug,grass,7.3,5,0
542,Hahakomoriハハコモリ,Leavanny,No evoluciona,"['Swarm', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,103,3840,70,500,45,Nurturing Pokémon,80,1059860,1.2,75,70,80,92,bug,grass,20.5,5,0
543,Fushideフシデ,Venipede,Whirlipede,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,45,3840,70,260,255,Centipede Pokémon,59,1059860,0.4,30,30,39,57,bug,poison,5.3,5,0
544,Wheegaホイーガ,Whirlipede,Scolipede,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,55,3840,70,360,120,Curlipede Pokémon,99,1059860,1.2,40,40,79,47,bug,poison,58.5,5,0
545,Pendrorペンドラー,Scolipede,No evoluciona,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,100,5120,70,485,45,Megapede Pokémon,89,1059860,2.5,60,55,69,112,bug,poison,200.5,5,0
546,Monmenモンメン,Cottonee,Whimsicott,"['Prankster', 'Infiltrator', 'Chlorophyll']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,27,5120,70,280,190,Cotton Puff Pokémon,60,1000000,0.3,40,37,50,66,grass,fairy,0.6,5,0
547,Elfuunエルフーン,Whimsicott,No evoluciona,"['Prankster', 'Infiltrator', 'Chlorophyll']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,67,5120,70,480,75,Windveiled Pokémon,85,1000000,0.7,60,77,75,116,grass,fairy,6.6,5,0
548,Churineチュリネ,Petilil,Lilligant,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,5120,70,280,190,Bulb Pokémon,50,1000000,0.5,45,70,50,30,grass,NINGUNO,6.6,5,0
549,Dredearドレディア,Lilligant,No evoluciona,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,480,75,Flowering Pokémon,75,1000000,1.1,70,110,75,90,grass,NINGUNO,16.3,5,0
550,Bassraoバスラオ,Basculin,No evoluciona,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,10240,70,460,25,Hostile Pokémon,65,1000000,1.0,70,80,55,98,water,NINGUNO,18.0,5,0
551,Megurocoメグロコ,Sandile,Krokorok,"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,72,5120,70,292,180,Desert Croc Pokémon,35,1059860,0.7,50,35,35,65,ground,dark,15.2,5,0
